60401000,ALTAVAS
60402000,BALETE
60403000,BANGA
60404000,BATAN
60405000,BURUANGA
60406000,IBAJAY
60407000,KALIBO (Capital)
60408000,LEZO
60409000,LIBACAO
60410000,MADALAG
60411000,MAKATO
60412000,MALAY
60413000,MALINAO
60414000,NABAS
60415000,NEW WASHINGTON
60416000,NUMANCIA
60417000,TANGALAN
60601000,ANINI-Y
60602000,BARBAZA
60603000,BELISON
60604000,BUGASONG
60605000,CALUYA
60606000,CULASI
60607000,TOBIAS FORNIER (DAO)
60608000,HAMTIC
60609000,LAUA-AN
60610000,LIBERTAD
60611000,PANDAN
60612000,PATNONGON
60613000,SAN JOSE (Capital)
60614000,SAN REMIGIO
60615000,SEBASTE
60616000,SIBALOM
60617000,TIBIAO
60618000,VALDERRAMA
61901000,CUARTERO
61902000,DAO
61903000,DUMALAG
61904000,DUMARAO
61905000,IVISAN
61906000,JAMINDAN
61907000,MA-AYON
61908000,MAMBUSAO
61909000,PANAY
61910000,PANITAN
61911000,PILAR
61912000,PONTEVEDRA
61913000,PRESIDENT ROXAS
61914000,ROXAS CITY (Capital)
61915000,SAPI-AN
61916000,SIGMA
61917000,TAPAZ
63001000,AJUY
63002000,ALIMODIAN
63003000,ANILAO
63004000,BADIANGAN
63005000,BALASAN
63006000,BANATE
63007000,BAROTAC NUEVO
63008000,BAROTAC VIEJO
63009000,BATAD
63010000,BINGAWAN
63012000,CABATUAN
63013000,CALINOG
63014000,CARLES
63015000,CONCEPCION
63016000,DINGLE
63017000,DUEÑAS
63018000,DUMANGAS
63019000,ESTANCIA
63020000,GUIMBAL
63021000,IGBARAS
63022000,ILOILO CITY (Capital)
63023000,JANIUAY
63025000,LAMBUNAO
63026000,LEGANES
63027000,LEMERY
63028000,LEON
63029000,MAASIN
63030000,MIAGAO
63031000,MINA
63032000,NEW LUCENA
63034000,OTON
63035000,CITY OF PASSI
63036000,PAVIA
63037000,POTOTAN
63038000,SAN DIONISIO
63039000,SAN ENRIQUE
63040000,SAN JOAQUIN
63041000,SAN MIGUEL
63042000,SAN RAFAEL
63043000,SANTA BARBARA
63044000,SARA
63045000,TIGBAUAN
63046000,TUBUNGAN
63047000,ZARRAGA
64501000,BACOLOD CITY (Capital)
64502000,BAGO CITY
64503000,BINALBAGAN
64504000,CADIZ CITY
64505000,CALATRAVA
64506000,CANDONI
64507000,CAUAYAN
64508000,ENRIQUE B. MAGALONA (SARAVIA)
64509000,CITY OF ESCALANTE
64510000,CITY OF HIMAMAYLAN
64511000,HINIGARAN
64512000,HINOBA-AN (ASIA)
64513000,ILOG
64514000,ISABELA
64515000,CITY OF KABANKALAN
64516000,LA CARLOTA CITY
64517000,LA CASTELLANA
64518000,MANAPLA
64519000,MOISES PADILLA (MAGALLON)
64520000,MURCIA
64521000,PONTEVEDRA
64522000,PULUPANDAN
64523000,SAGAY CITY
64524000,SAN CARLOS CITY
64525000,SAN ENRIQUE
64526000,SILAY CITY
64527000,CITY OF SIPALAY
64528000,CITY OF TALISAY
64529000,TOBOSO
64530000,VALLADOLID
64531000,CITY OF VICTORIAS
64532000,SALVADOR BENEDICTO
67901000,BUENAVISTA
67902000,JORDAN (Capital)
67903000,NUEVA VALENCIA
67904000,SAN LORENZO
67905000,SIBUNAG
PROVINCES
P604,AKLAN
P606,ANTIQUE
P619,CAPIZ
P630,ILOILO
P645,NEGROS OCCIDENTAL
P679,GUIMARAS
