174001000,BOAC (Capital)
174002000,BUENAVISTA
174003000,GASAN
174004000,MOGPOG
174005000,SANTA CRUZ
174006000,TORRIJOS
175101000,ABRA DE ILOG
175102000,CALINTAAN
175103000,LOOC
175104000,LUBANG
175105000,MAGSAYSAY
175106000,MAMBURAO (Capital)
175107000,PALUAN
175108000,RIZAL
175109000,SABLAYAN
175110000,SAN JOSE
175111000,SANTA CRUZ
175201000,BACO
175202000,BANSUD
175203000,BONGABONG
175204000,BULALACAO (SAN PEDRO)
175205000,CITY OF CALAPAN (Capital)
175206000,GLORIA
175207000,MANSALAY
175208000,NAUJAN
175209000,PINAMALAYAN
175210000,POLA
175211000,PUERTO GALERA
175212000,ROXAS
175213000,SAN TEODORO
175214000,SOCORRO
175215000,VICTORIA
175301000,ABORLAN
175302000,AGUTAYA
175303000,ARACELI
175304000,BALABAC
175305000,BATARAZA
175306000,BROOKE'S POINT
175307000,BUSUANGA
175308000,CAGAYANCILLO
175309000,CORON
175310000,CUYO
175311000,DUMARAN
175312000,EL NIDO (BACUIT)
175313000,LINAPACAN
175314000,MAGSAYSAY
175315000,NARRA
175316000,PUERTO PRINCESA CITY (Capital)
175317000,QUEZON
175318000,ROXAS
175319000,SAN VICENTE
175320000,TAYTAY
175321000,KALAYAAN
175322000,CULION
175323000,RIZAL (MARCOS)
175324000,SOFRONIO ESPAÑOLA
175901000,ALCANTARA
175902000,BANTON
175903000,CAJIDIOCAN
175904000,CALATRAVA
175905000,CONCEPCION
175906000,CORCUERA
175907000,LOOC
175908000,MAGDIWANG
175909000,ODIONGAN
175910000,ROMBLON (Capital)
175911000,SAN AGUSTIN
175912000,SAN ANDRES
175913000,SAN FERNANDO
175914000,SAN JOSE
175915000,SANTA FE
175916000,FERROL
175917000,SANTA MARIA (IMELDA)
PROVINCES,
,MARINDUQUE
,OCCIDENTAL MINDORO
,ORIENTAL MINDORO
,PALAWAN
,ROMBLON
